Date,Open,High,Low,Close,Adj Close,Volume
2000-08-18,1534.91259765625,1534.91259765625,1513.1407470703125,1534.91259765625,947.8731079101562,1506902
2000-08-21,1600.2279052734375,1600.2279052734375,1545.7982177734375,1545.7982177734375,954.5953369140625,377965
2000-08-22,1534.91259765625,1578.4561767578125,1513.1407470703125,1578.4561767578125,974.76318359375,443297
2000-08-24,1567.5704345703125,1643.771484375,1567.5704345703125,1632.8856201171875,1008.3756103515625,741187
2000-08-25,1632.8856201171875,1687.3153076171875,1632.8856201171875,1665.543212890625,1028.5430908203125,921870
2000-08-28,1643.771484375,1643.771484375,1578.4561767578125,1589.342041015625,981.485595703125,424710
2000-08-29,1524.026611328125,1589.342041015625,1524.026611328125,1567.5704345703125,968.0408325195312,417769
2000-08-30,1567.5704345703125,1567.5704345703125,1502.2548828125,1502.2548828125,927.705810546875,280135
2000-08-31,1415.16748046875,1491.3687744140625,1415.16748046875,1480.4830322265625,914.2606811523438,369362
2000-09-01,1469.59716796875,1480.4830322265625,1382.510009765625,1382.510009765625,853.758056640625,423318
2000-09-04,1502.2548828125,1556.684326171875,1458.7110595703125,1556.684326171875,961.318115234375,464637
2000-09-05,1556.684326171875,1567.5704345703125,1524.026611328125,1545.7982177734375,954.5953369140625,284470
2000-09-06,1534.91259765625,1545.7982177734375,1491.3687744140625,1502.2548828125,927.705810546875,221839
2000-09-07,1404.2816162109375,1447.8251953125,1404.2816162109375,1415.16748046875,873.9254760742188,641846
2000-09-08,1447.8251953125,1447.8251953125,1393.395751953125,1393.395751953125,860.4805297851562,178665
2000-09-11,1371.6239013671875,1382.510009765625,1360.738037109375,1360.738037109375,840.31298828125,179712
2000-09-13,1338.9661865234375,1338.9661865234375,1284.5367431640625,1328.080322265625,820.1454467773438,506220
2000-09-14,1328.080322265625,1328.080322265625,1240.9931640625,1251.87890625,773.087890625,246760
2000-09-15,1251.87890625,1328.080322265625,1230.1072998046875,1295.4224853515625,799.97802734375,660348
2000-09-18,1317.1944580078125,1317.1944580078125,1262.7650146484375,1262.7650146484375,779.810546875,150929
2000-09-19,1262.7650146484375,1273.65087890625,1197.4495849609375,1197.4495849609375,739.4755859375,230594
2000-09-20,1262.7650146484375,1262.7650146484375,1208.3353271484375,1230.1072998046875,759.6429443359375,235682
2000-09-21,1230.1072998046875,1230.1072998046875,1186.563720703125,1186.563720703125,732.7530517578125,296984
2000-09-22,1110.362060546875,1110.362060546875,1110.362060546875,1110.362060546875,685.6953125,176566
2000-09-25,1034.1610107421875,1058.10986328125,1034.1610107421875,1034.1610107421875,638.6380004882812,290206
2000-09-26,962.3140869140625,999.3260498046875,962.3140869140625,999.3260498046875,617.1259765625,408878
2000-09-27,979.7313232421875,1040.6923828125,955.782470703125,975.3768920898438,602.3363037109375,657706
2000-09-28,1034.1610107421875,1042.86962890625,1003.6804809570312,1023.27490234375,631.9154052734375,367959
2000-09-29,1008.03466796875,1008.03466796875,973.199951171875,975.3768920898438,602.3363037109375,317832
2000-10-02,940.5421752929688,997.1488037109375,940.5421752929688,979.7313232421875,605.025390625,412827
2000-10-03,971.022705078125,984.0857543945312,931.8333129882812,955.782470703125,590.2359008789062,221240
2000-10-04,923.1246948242188,923.1246948242188,923.1246948242188,923.1246948242188,570.0684204101562,11487
