Date,Open,High,Low,Close,Adj Close,Volume
2000-09-11,37.62289810180664,37.62289810180664,37.62289810180664,37.62289810180664,23.291351318359375,337802274
2000-09-13,40.18809509277344,40.18809509277344,40.18809509277344,40.18809509277344,24.87940216064453,6033640005
2000-09-14,42.7532958984375,42.7532958984375,38.76516342163086,39.045833587646484,24.172258377075195,36934056731
2000-09-15,39.045833587646484,40.47529602050781,38.47796630859375,38.47796630859375,23.82069969177246,16304256394
2000-09-18,38.19076919555664,39.333030700683594,37.91009521484375,39.045833587646484,24.172258377075195,7791840089
2000-09-19,39.333030700683594,39.6202278137207,37.62289810180664,37.91009521484375,23.469148635864258,8038018374
2000-09-20,38.76516342163086,38.76516342163086,37.62289810180664,37.91009521484375,23.469148635864258,8238307296
2000-09-21,38.47796630859375,39.045833587646484,37.33570098876953,38.47796630859375,23.82069969177246,8221419557
2000-09-22,36.48063659667969,37.055030822753906,35.91276931762695,35.91276931762695,22.232654571533203,8850624
2000-09-25,36.19996643066406,36.48063659667969,33.634769439697266,33.634769439697266,20.822404861450195,4945412670
2000-09-26,31.924636840820312,32.49250411987305,31.35024070739746,31.35024070739746,19.40811538696289,2971430
2000-09-27,29.927305221557617,31.35024070739746,29.640108108520508,29.927305221557617,18.52721405029297,9027491
2000-09-28,29.927305221557617,30.782371520996094,29.927305221557617,30.21450424194336,18.70501136779785,5017061
2000-09-29,30.21450424194336,30.495174407958984,28.099685668945312,28.217174530029297,17.468517303466797,4043454
2000-10-02,25.6519775390625,26.38955307006836,25.6519775390625,25.710721969604492,15.916837692260742,2936438164
2000-10-03,25.364778518676758,27.244619369506836,25.13632583618164,27.07491111755371,16.761369705200195,4793951574
2000-10-04,26.167627334594727,26.167627334594727,26.167627334594727,26.167627334594727,16.199697494506836,266341537
2000-10-05,25.253816604614258,25.364778518676758,25.253816604614258,25.253816604614258,15.633978843688965,4828954
2000-10-06,24.679420471191406,27.022693634033203,24.679420471191406,27.022693634033203,16.729045867919922,6683585853
2000-10-09,25.195070266723633,25.195070266723633,25.195070266723633,25.195070266723633,15.597611427307129,461934
2000-10-11,24.34000587463379,24.34000587463379,24.34000587463379,24.34000587463379,15.068258285522461,163512
2000-10-12,22.68861961364746,22.68861961364746,22.68861961364746,22.68861961364746,14.04593276977539,337900
2000-10-13,21.148195266723633,21.37664794921875,21.148195266723633,21.37664794921875,13.233723640441895,4888481
2000-10-17,18.52425193786621,18.52425193786621,18.52425193786621,18.52425193786621,11.467880249023438,2077789399
2000-10-18,17.271024703979492,17.271024703979492,17.271024703979492,17.271024703979492,10.692041397094727,1717717
2000-10-19,16.0765438079834,16.0765438079834,16.0765438079834,16.0765438079834,9.952568054199219,1720087384
2000-10-20,15.61963939666748,17.101318359375,15.560894012451172,17.101318359375,10.586979866027832,10835067962
2000-10-23,15.959053993225098,15.959053993225098,15.959053993225098,15.959053993225098,9.879833221435547,879100041
2000-10-24,15.449931144714355,17.042573928833008,15.449931144714355,17.042573928833008,10.550612449645996,13114125261
2000-10-25,17.042573928833008,18.18483543395996,16.814119338989258,18.18483543395996,11.257757186889648,8491068
2000-10-26,17.558223724365234,17.669185638427734,17.558223724365234,17.558223724365234,10.869837760925293,8407005
2000-10-30,16.814119338989258,16.814119338989258,16.814119338989258,16.814119338989258,10.40918254852295,32768
2000-10-31,16.246252059936523,16.246252059936523,16.246252059936523,16.246252059936523,10.057628631591797,3701604
2000-11-01,15.789345741271973,16.017799377441406,15.73060131072998,15.789345741271973,9.774771690368652,4080090
2000-11-02,15.332441329956055,15.789345741271973,15.332441329956055,15.789345741271973,9.774771690368652,3622632
2000-11-03,15.28022289276123,16.357215881347656,15.28022289276123,16.357215881347656,10.126325607299805,6544105
2000-11-06,15.789345741271973,16.18750762939453,15.28022289276123,16.0765438079834,9.952568054199219,3465527060
2000-11-07,16.0765438079834,16.304996490478516,15.73060131072998,15.959053993225098,9.879833221435547,2726872705
2000-11-08,15.959053993225098,16.872865676879883,15.959053993225098,16.58566665649414,10.267752647399902,5105028844
2000-11-09,15.560894012451172,16.246252059936523,15.560894012451172,16.017799377441406,9.916202545166016,5348267134
2000-11-10,15.959053993225098,16.872865676879883,15.959053993225098,16.58566665649414,10.267752647399902,6715349755
2000-11-13,15.959053993225098,15.959053993225098,15.449931144714355,15.449931144714355,9.56464958190918,4955398543
2000-11-14,15.103987693786621,15.391185760498047,14.705827713012695,15.391185760498047,9.528282165527344,2610846
2000-11-15,15.678383827209473,15.848091125488281,14.823317527770996,14.823317527770996,9.176729202270508,1670697297
2000-11-16,14.647083282470703,14.875535011291504,14.248922348022461,14.705827713012695,9.103992462158203,3127724
2000-11-17,14.248922348022461,14.366412162780762,13.792016983032227,14.366412162780762,8.893869400024414,2358512
2000-11-20,13.570091247558594,13.570091247558594,13.054441452026367,13.054441452026367,8.081664085388184,940148
2000-11-21,12.597535133361816,13.054441452026367,12.597535133361816,12.884733200073242,7.976601600646973,2731559233
2000-11-22,13.054441452026367,13.341638565063477,12.715024948120117,12.715024948120117,7.871540546417236,2102188
2000-11-23,12.427827835083008,12.538789749145508,12.310338020324707,12.310338020324707,7.62100887298584,1217855
2000-11-24,12.08188533782959,13.165404319763184,12.08188533782959,13.165404319763184,8.150358200073242,2594566
2000-11-27,13.68105411529541,14.079215049743652,13.341638565063477,14.079215049743652,8.71607494354248,2829744
2000-11-28,14.079215049743652,14.875535011291504,13.68105411529541,14.196704864501953,8.788810729980469,3508261
2000-11-29,13.968252182006836,14.020469665527344,13.739798545837402,13.739798545837402,8.505950927734375,1785214644
2000-11-30,13.570091247558594,13.792016983032227,13.282894134521484,13.282894134521484,8.223093032836914,1910822
2000-12-01,12.825987815856934,13.054441452026367,12.825987815856934,13.054441452026367,8.081664085388184,1080560
2000-12-04,13.341638565063477,13.341638565063477,12.884733200073242,12.884733200073242,7.976601600646973,457864
2000-12-05,13.341638565063477,13.341638565063477,12.715024948120117,13.224148750305176,8.186726570129395,1023582
2000-12-06,13.909506797790527,13.909506797790527,13.452601432800293,13.850762367248535,8.57464599609375,1690253
2000-12-07,13.68105411529541,13.68105411529541,13.393856048583984,13.570091247558594,8.40088939666748,1301725
2000-12-08,13.570091247558594,13.792016983032227,13.452601432800293,13.68105411529541,8.469584465026855,801814
2000-12-11,13.739798545837402,13.850762367248535,13.570091247558594,13.68105411529541,8.469584465026855,917764277
2000-12-12,13.909506797790527,13.968252182006836,13.68105411529541,13.739798545837402,8.505950927734375,1055197963
2000-12-13,13.792016983032227,13.850762367248535,13.570091247558594,13.68105411529541,8.469584465026855,763324
2000-12-14,13.622308731079102,13.792016983032227,13.452601432800293,13.622308731079102,8.433215141296387,932007705
2000-12-15,13.393856048583984,13.511345863342285,13.165404319763184,13.165404319763184,8.150358200073242,889274357
2000-12-18,12.427827835083008,12.825987815856934,12.369083404541016,12.825987815856934,7.94023323059082,976778
2000-12-19,12.427827835083008,12.538789749145508,12.427827835083008,12.427827835083008,7.6937432289123535,540406
2000-12-20,12.029666900634766,12.258119583129883,12.029666900634766,12.029666900634766,7.4472527503967285,1296308
2000-12-21,11.63150691986084,11.63150691986084,11.63150691986084,11.63150691986084,7.200762748718262,366292
